s       |  code       |  functions       |  Mean
21       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...Z       |  -0.0464142110215686
21       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...X       |  -0.0559140146313725
21       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Y       |  -0.129471190964706
21       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Z       |  0.0102927666117647
21       |  WALKING_UPSTAIRS       |  fBodyGyro.std...X       |  -0.390248128039216
21       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Y       |  -0.31361857145098
21       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Z       |  -0.309998085098039
21       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...X       |  0.268229355098039
21       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Y       |  -0.0272425385070588
21       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Z       |  -0.122082438784314
21       |  WALKING_UPSTAIRS       |  tBodyAcc.std...X       |  -0.0501350188513725
21       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Y       |  0.189276117327451
21       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Z       |  -0.353519514896078
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...X       |  0.07210675
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Y       |  0.00371343419607843
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Z       |  -0.00237816579411765
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...X       |  -0.180301156098039
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Y       |  -0.0413994646723529
21       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Z       |  -0.560830688235294
21       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.mean..       |  -0.207379799254902
21       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.std..       |  -0.169970363039216
21       |  WALKING_UPSTAIRS       |  tBodyAccMag.mean..       |  0.0177790974433333
21       |  WALKING_UPSTAIRS       |  tBodyAccMag.std..       |  -0.0791508842176471
21       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...X       |  -0.0767406825588235
21       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Y       |  -0.0518981989072549
21       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Z       |  0.0664234025976471
21       |  WALKING_UPSTAIRS       |  tBodyGyro.std...X       |  -0.321973723647059
21       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Y       |  -0.315799901607843
21       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Z       |  -0.18390018167451
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...X       |  -0.0652024492378431
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Y       |  -0.0457705354509804
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Z       |  -0.0576800048435294
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...X       |  -0.186763293747059
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Y       |  -0.486494120980392
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Z       |  -0.170814790834118
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.mean..       |  -0.342895367921569
21       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.std..       |  -0.440079851313725
21       |  WALKING_UPSTAIRS       |  tBodyGyroMag.mean..       |  -0.12912124415098
21       |  WALKING_UPSTAIRS       |  tBodyGyroMag.std..       |  -0.199893710196078
21       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...X       |  0.913632241568627
21       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Y       |  -0.340732608823529
21       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Z       |  -0.0184608964392157
21       |  WALKING_UPSTAIRS       |  tGravityAcc.std...X       |  -0.959399425098039
21       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Y       |  -0.912900683137255
21       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Z       |  -0.906196352156863
21       |  WALKING_UPSTAIRS       |  tGravityAccMag.mean..       |  0.0177790974433333
21       |  WALKING_UPSTAIRS       |  tGravityAccMag.std..       |  -0.0791508842176471
22       |  LAYING       |  angle.X.gravityMean.       |  0.5602159176
22       |  LAYING       |  angle.Y.gravityMean.       |  -0.5093217256
22       |  LAYING       |  angle.Z.gravityMean.       |  -0.4889493512
22       |  LAYING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.011247324386
22       |  LAYING       |  angle.tBodyAccMean.gravity.       |  -0.024381964084
22       |  LAYING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.0228442174
22       |  LAYING       |  angle.tBodyGyroMean.gravityMean.       |  0.02588955786
22       |  LAYING       |  fBodyAcc.mean...X       |  -0.9732380998
22       |  LAYING       |  fBodyAcc.mean...Y       |  -0.9710042224
22       |  LAYING       |  fBodyAcc.mean...Z       |  -0.9743056486
22       |  LAYING       |  fBodyAcc.meanFreq...X       |  -0.346315861518
22       |  LAYING       |  fBodyAcc.meanFreq...Y       |  0.1580649798
22       |  LAYING       |  fBodyAcc.meanFreq...Z       |  0.21241337224
22       |  LAYING       |  fBodyAcc.std...X       |  -0.957644059
22       |  LAYING       |  fBodyAcc.std...Y       |  -0.9644278854
22       |  LAYING       |  fBodyAcc.std...Z       |  -0.9644468992
22       |  LAYING       |  fBodyAccJerk.mean...X       |  -0.9864660322
22       |  LAYING       |  fBodyAccJerk.mean...Y       |  -0.9819618634
22       |  LAYING       |  fBodyAccJerk.mean...Z       |  -0.9827938542
22       |  LAYING       |  fBodyAccJerk.meanFreq...X       |  0.169394182488
22       |  LAYING       |  fBodyAccJerk.meanFreq...Y       |  0.101614453652
22       |  LAYING       |  fBodyAccJerk.meanFreq...Z       |  0.139939905406
22       |  LAYING       |  fBodyAccJerk.std...X       |  -0.9892838432
22       |  LAYING       |  fBodyAccJerk.std...Y       |  -0.9845237642
22       |  LAYING       |  fBodyAccJerk.std...Z       |  -0.9865602448
22       |  LAYING       |  fBodyAccMag.mean..       |  -0.9643070866
22       |  LAYING       |  fBodyAccMag.meanFreq..       |  0.07299870906
22       |  LAYING       |  fBodyAccMag.std..       |  -0.950423193576
22       |  LAYING       |  fBodyBodyAccJerkMag.mean..       |  -0.982786527
22       |  LAYING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.34015985636
22       |  LAYING       |  fBodyBodyAccJerkMag.std..       |  -0.9814313508
22       |  LAYING       |  fBodyBodyGyroJerkMag.mean..       |  -0.9869401112
22       |  LAYING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.2599611518
22       |  LAYING       |  fBodyBodyGyroJerkMag.std..       |  -0.9856813558
22       |  LAYING       |  fBodyBodyGyroMag.mean..       |  -0.9649130892
22       |  LAYING       |  fBodyBodyGyroMag.meanFreq..       |  -0.088230510822
22       |  LAYING       |  fBodyBodyGyroMag.std..       |  -0.9498091812
22       |  LAYING       |  fBodyGyro.mean...X       |  -0.9768715368
22       |  LAYING       |  fBodyGyro.mean...Y       |  -0.9762060056
22       |  LAYING       |  fBodyGyro.mean...Z       |  -0.9644667648
22       |  LAYING       |  fBodyGyro.meanFreq...X       |  -0.0471701178164
22       |  LAYING       |  fBodyGyro.meanFreq...Y       |  -0.22952647238
22       |  LAYING       |  fBodyGyro.meanFreq...Z       |  0.1063897617958
22       |  LAYING       |  fBodyGyro.std...X       |  -0.9808727816
22       |  LAYING       |  fBodyGyro.std...Y       |  -0.9650099938
22       |  LAYING       |  fBodyGyro.std...Z       |  -0.9651976818
22       |  LAYING       |  tBodyAcc.mean...X       |  0.269258384
22       |  LAYING       |  tBodyAcc.mean...Y       |  -0.019298718332
22       |  LAYING       |  tBodyAcc.mean...Z       |  -0.10550202274
22       |  LAYING       |  tBodyAcc.std...X       |  -0.9613857198
22       |  LAYING       |  tBodyAcc.std...Y       |  -0.9654530342
22       |  LAYING       |  tBodyAcc.std...Z       |  -0.9663987176
22       |  LAYING       |  tBodyAccJerk.mean...X       |  0.08226667486
22       |  LAYING       |  tBodyAccJerk.mean...Y       |  0.018651820008
22       |  LAYING       |  tBodyAccJerk.mean...Z       |  -0.0086116159282
22       |  LAYING       |  tBodyAccJerk.std...X       |  -0.9871510472
22       |  LAYING       |  tBodyAccJerk.std...Y       |  -0.9824783968
22       |  LAYING       |  tBodyAccJerk.std...Z       |  -0.9853319204
22       |  LAYING       |  tBodyAccJerkMag.mean..       |  -0.9876640896
22       |  LAYING       |  tBodyAccJerkMag.std..       |  -0.9826047792
22       |  LAYING       |  tBodyAccMag.mean..       |  -0.9624960596
22       |  LAYING       |  tBodyAccMag.std..       |  -0.95017442728
22       |  LAYING       |  tBodyGyro.mean...X       |  -0.0042380632342
22       |  LAYING       |  tBodyGyro.mean...Y       |  -0.08206877056
22       |  LAYING       |  tBodyGyro.mean...Z       |  0.14780730968
22       |  LAYING       |  tBodyGyro.std...X       |  -0.979831209
22       |  LAYING       |  tBodyGyro.std...Y       |  -0.9684177192
22       |  LAYING       |  tBodyGyro.std...Z       |  -0.962445392
22       |  LAYING       |  tBodyGyroJerk.mean...X       |  -0.102300030304
22       |  LAYING       |  tBodyGyroJerk.mean...Y       |  -0.04148943368
22       |  LAYING       |  tBodyGyroJerk.mean...Z       |  -0.07329609284
22       |  LAYING       |  tBodyGyroJerk.std...X       |  -0.9896526756
22       |  LAYING       |  tBodyGyroJerk.std...Y       |  -0.9871273314
22       |  LAYING       |  tBodyGyroJerk.std...Z       |  -0.9916948198
22       |  LAYING       |  tBodyGyroJerkMag.mean..       |  -0.9912902804
22       |  LAYING       |  tBodyGyroJerkMag.std..       |  -0.9860925436
22       |  LAYING       |  tBodyGyroMag.mean..       |  -0.938561527
22       |  LAYING       |  tBodyGyroMag.std..       |  -0.9502126004
22       |  LAYING       |  tGravityAcc.mean...X       |  -0.430226312
22       |  LAYING       |  tGravityAcc.mean...Y       |  0.7211310606
22       |  LAYING       |  tGravityAcc.mean...Z       |  0.6380248018
22       |  LAYING       |  tGravityAcc.std...X       |  -0.9437954275
22       |  LAYING       |  tGravityAcc.std...Y       |  -0.977244461
22       |  LAYING       |  tGravityAcc.std...Z       |  -0.9652875126
22       |  LAYING       |  tGravityAccMag.mean..       |  -0.9624960596
22       |  LAYING       |  tGravityAccMag.std..       |  -0.95017442728
22       |  SITTING       |  angle.X.gravityMean.       |  -0.7201517775
22       |  SITTING       |  angle.Y.gravityMean.       |  -0.0390646705681818
22       |  SITTING       |  angle.Z.gravityMean.       |  -0.109503827477273
22       |  SITTING       |  angle.tBodyAccJerkMean..gravityMean.       |  -0.0483937630568182
22       |  SITTING       |  angle.tBodyAccMean.gravity.       |  0.0105154046986364
22       |  SITTING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.00919327029545454
22       |  SITTING       |  angle.tBodyGyroMean.gravityMean.       |  -0.0392429017727273
22       |  SITTING       |  fBodyAcc.mean...X       |  -0.976039161363636
22       |  SITTING       |  fBodyAcc.mean...Y       |  -0.929495857045455
22       |  SITTING       |  fBodyAcc.mean...Z       |  -0.937139158636364
22       |  SITTING       |  fBodyAcc.meanFreq...X       |  -0.137871372254545
22       |  SITTING       |  fBodyAcc.meanFreq...Y       |  0.040267249475
22       |  SITTING       |  fBodyAcc.meanFreq...Z       |  -0.0564060262954545
22       |  SITTING       |  fBodyAcc.std...X       |  -0.972892840909091
22       |  SITTING       |  fBodyAcc.std...Y       |  -0.900339984545454
22       |  SITTING       |  fBodyAcc.std...Z       |  -0.894841847045455
22       |  SITTING       |  fBodyAccJerk.mean...X       |  -0.984646739772727
22       |  SITTING       |  fBodyAccJerk.mean...Y       |  -0.974312894090909
22       |  SITTING       |  fBodyAccJerk.mean...Z       |  -0.979683931818182
22       |  SITTING       |  fBodyAccJerk.meanFreq...X       |  0.202312838163636
22       |  SITTING       |  fBodyAccJerk.meanFreq...Y       |  -0.0144867284545455
22       |  SITTING       |  fBodyAccJerk.meanFreq...Z       |  -0.0601054786772727
22       |  SITTING       |  fBodyAccJerk.std...X       |  -0.987084270227273
22       |  SITTING       |  fBodyAccJerk.std...Y       |  -0.977467867272727
22       |  SITTING       |  fBodyAccJerk.std...Z       |  -0.983866909545455
22       |  SITTING       |  fBodyAccMag.mean..       |  -0.925391167727273
22       |  SITTING       |  fBodyAccMag.meanFreq..       |  0.0156819859827273
22       |  SITTING       |  fBodyAccMag.std..       |  -0.902978340977273
22       |  SITTING       |  fBodyBodyAccJerkMag.mean..       |  -0.978858066590909
22       |  SITTING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.279660512727273
22       |  SITTING       |  fBodyBodyAccJerkMag.std..       |  -0.976079075
22       |  SITTING       |  fBodyBodyGyroJerkMag.mean..       |  -0.983428813863636
22       |  SITTING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.0663519403181818
22       |  SITTING       |  fBodyBodyGyroJerkMag.std..       |  -0.980400126363636
22       |  SITTING       |  fBodyBodyGyroMag.mean..       |  -0.943078738181818
22       |  SITTING       |  fBodyBodyGyroMag.meanFreq..       |  -0.144655091138636
22       |  SITTING       |  fBodyBodyGyroMag.std..       |  -0.916540365
22       |  SITTING       |  fBodyGyro.mean...X       |  -0.955262809318182
22       |  SITTING       |  fBodyGyro.mean...Y       |  -0.967880893863636
22       |  SITTING       |  fBodyGyro.mean...Z       |  -0.947492860909091
22       |  SITTING       |  fBodyGyro.meanFreq...X       |  0.0268274458909091
22       |  SITTING       |  fBodyGyro.meanFreq...Y       |  -0.314619439990909
22       |  SITTING       |  fBodyGyro.meanFreq...Z       |  -0.0675104880581818
22       |  SITTING       |  fBodyGyro.std...X       |  -0.956675829545454
22       |  SITTING       |  fBodyGyro.std...Y       |  -0.953496695
22       |  SITTING       |  fBodyGyro.std...Z       |  -0.944179424545455
22       |  SITTING       |  tBodyAcc.mean...X       |  0.277777028977273
22       |  SITTING       |  tBodyAcc.mean...Y       |  -0.00905926464954545
22       |  SITTING       |  tBodyAcc.mean...Z       |  -0.120700696363636
22       |  SITTING       |  tBodyAcc.std...X       |  -0.973665463409091
22       |  SITTING       |  tBodyAcc.std...Y       |  -0.905665468931818
22       |  SITTING       |  tBodyAcc.std...Z       |  -0.903947308636364
22       |  SITTING       |  tBodyAccJerk.mean...X       |  0.0729075823863636
22       |  SITTING       |  tBodyAccJerk.mean...Y       |  0.0020291261675
22       |  SITTING       |  tBodyAccJerk.mean...Z       |  0.00789849172886364
22       |  SITTING       |  tBodyAccJerk.std...X       |  -0.985064564772727
22       |  SITTING       |  tBodyAccJerk.std...Y       |  -0.974853111363636
22       |  SITTING       |  tBodyAccJerk.std...Z       |  -0.9824295475
22       |  SITTING       |  tBodyAccJerkMag.mean..       |  -0.983392261590909
22       |  SITTING       |  tBodyAccJerkMag.std..       |  -0.978061626818182
22       |  SITTING       |  tBodyAccMag.mean..       |  -0.932990538636364
22       |  SITTING       |  tBodyAccMag.std..       |  -0.900042859204545
22       |  SITTING       |  tBodyGyro.mean...X       |  -0.0515695329640909
22       |  SITTING       |  tBodyGyro.mean...Y       |  -0.0721319162613636
22       |  SITTING       |  tBodyGyro.mean...Z       |  0.0410442878568182
22       |  SITTING       |  tBodyGyro.std...X       |  -0.955613182045455
22       |  SITTING       |  tBodyGyro.std...Y       |  -0.958117313636364
22       |  SITTING       |  tBodyGyro.std...Z       |  -0.9408640325
22       |  SITTING       |  tBodyGyroJerk.mean...X       |  -0.09448712885
22       |  SITTING       |  tBodyGyroJerk.mean...Y       |  -0.0378165832045455
22       |  SITTING       |  tBodyGyroJerk.mean...Z       |  -0.0447669181068182
22       |  SITTING       |  tBodyGyroJerk.std...X       |  -0.982239785
22       |  SITTING       |  tBodyGyroJerk.std...Y       |  -0.986472434545455
22       |  SITTING       |  tBodyGyroJerk.std...Z       |  -0.982942140227273
22       |  SITTING       |  tBodyGyroJerkMag.mean..       |  -0.987449214545455
22       |  SITTING       |  tBodyGyroJerkMag.std..       |  -0.981588075
22       |  SITTING       |  tBodyGyroMag.mean..       |  -0.906418291363636
22       |  SITTING       |  tBodyGyroMag.std..       |  -0.917464270909091
22       |  SITTING       |  tGravityAcc.mean...X       |  0.876836118636364
22       |  SITTING       |  tGravityAcc.mean...Y       |  0.171569322347727
22       |  SITTING       |  tGravityAcc.mean...Z       |  0.18260258175
22       |  SITTING       |  tGravityAcc.std...X       |  -0.9560497675
22       |  SITTING       |  tGravityAcc.std...Y       |  -0.928580267113636
22       |  SITTING       |  tGravityAcc.std...Z       |  -0.911973069090909
22       |  SITTING       |  tGravityAccMag.mean..       |  -0.932990538636364
22       |  SITTING       |  tGravityAccMag.std..       |  -0.900042859204545
22       |  STANDING       |  angle.X.gravityMean.       |  -0.862341572553192
22       |  STANDING       |  angle.Y.gravityMean.       |  0.173850278085106
22       |  STANDING       |  angle.Z.gravityMean.       |  -0.0234667775531915
22       |  STANDING       |  angle.tBodyAccJerkMean..gravityMean.       |  -0.00782938895957447
22       |  STANDING       |  angle.tBodyAccMean.gravity.       |  0.0214254584319149
22       |  STANDING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.0229859286170213
22       |  STANDING       |  angle.tBodyGyroMean.gravityMean.       |  0.0167091867021277
22       |  STANDING       |  fBodyAcc.mean...X       |  -0.980900577659575
22       |  STANDING       |  fBodyAcc.mean...Y       |  -0.93590512893617
22       |  STANDING       |  fBodyAcc.mean...Z       |  -0.94155254
22       |  STANDING       |  fBodyAcc.meanFreq...X       |  -0.00534817091489362
22       |  STANDING       |  fBodyAcc.meanFreq...Y       |  -0.0829744144085106
22       |  STANDING       |  fBodyAcc.meanFreq...Z       |  0.103491226702128
22       |  STANDING       |  fBodyAcc.std...X       |  -0.98485001212766
22       |  STANDING       |  fBodyAcc.std...Y       |  -0.913571370425532
22       |  STANDING       |  fBodyAcc.std...Z       |  -0.926033062765957
22       |  STANDING       |  fBodyAccJerk.mean...X       |  -0.979602485744681
22       |  STANDING       |  fBodyAccJerk.mean...Y       |  -0.964712165957447
22       |  STANDING       |  fBodyAccJerk.mean...Z       |  -0.967609125319149
22       |  STANDING       |  fBodyAccJerk.meanFreq...X       |  0.196761562045043
22       |  STANDING       |  fBodyAccJerk.meanFreq...Y       |  -0.161138624874468
22       |  STANDING       |  fBodyAccJerk.meanFreq...Z       |  -0.022040373717234
22       |  STANDING       |  fBodyAccJerk.std...X       |  -0.982215852765957
22       |  STANDING       |  fBodyAccJerk.std...Y       |  -0.964501918510638
22       |  STANDING       |  fBodyAccJerk.std...Z       |  -0.974541870851064
22       |  STANDING       |  fBodyAccMag.mean..       |  -0.94377772
22       |  STANDING       |  fBodyAccMag.meanFreq..       |  0.0296593708690638
22       |  STANDING       |  fBodyAccMag.std..       |  -0.936318278510638
22       |  STANDING       |  fBodyBodyAccJerkMag.mean..       |  -0.966291606382979
22       |  STANDING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.231740601914894
22       |  STANDING       |  fBodyBodyAccJerkMag.std..       |  -0.966300385957447
22       |  STANDING       |  fBodyBodyGyroJerkMag.mean..       |  -0.972582453617021
22       |  STANDING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.122538863085106
22       |  STANDING       |  fBodyBodyGyroJerkMag.std..       |  -0.969084110425532
22       |  STANDING       |  fBodyBodyGyroMag.mean..       |  -0.943076663617021
22       |  STANDING       |  fBodyBodyGyroMag.meanFreq..       |  -0.129825928598274
22       |  STANDING       |  fBodyBodyGyroMag.std..       |  -0.926518788510638
22       |  STANDING       |  fBodyGyro.mean...X       |  -0.949877961914894
22       |  STANDING       |  fBodyGyro.mean...Y       |  -0.956489371914894
22       |  STANDING       |  fBodyGyro.mean...Z       |  -0.953454411702128
22       |  STANDING       |  fBodyGyro.meanFreq...X       |  -0.150063481468085
22       |  STANDING       |  fBodyGyro.meanFreq...Y       |  -0.282976607978723
22       |  STANDING       |  fBodyGyro.meanFreq...Z       |  -0.12617645193617
22       |  STANDING       |  fBodyGyro.std...X       |  -0.960140758723404
22       |  STANDING       |  fBodyGyro.std...Y       |  -0.946850781914894
22       |  STANDING       |  fBodyGyro.std...Z       |  -0.950705002765957
22       |  STANDING       |  tBodyAcc.mean...X       |  0.280826353191489
22       |  STANDING       |  tBodyAcc.mean...Y       |  -0.0127510045808511
22       |  STANDING       |  tBodyAcc.mean...Z       |  -0.0995894905744681
22       |  STANDING       |  tBodyAcc.std...X       |  -0.983571698297872
22       |  STANDING       |  tBodyAcc.std...Y       |  -0.917509257021277
22       |  STANDING       |  tBodyAcc.std...Z       |  -0.927907711276596
22       |  STANDING       |  tBodyAccJerk.mean...X       |  0.0750572737446809
22       |  STANDING       |  tBodyAccJerk.mean...Y       |  0.00356377689787234
22       |  STANDING       |  tBodyAccJerk.mean...Z       |  -0.00973611978425532
22       |  STANDING       |  tBodyAccJerk.std...X       |  -0.97991726893617
22       |  STANDING       |  tBodyAccJerk.std...Y       |  -0.963298901702128
22       |  STANDING       |  tBodyAccJerk.std...Z       |  -0.971739482340426
22       |  STANDING       |  tBodyAccJerkMag.mean..       |  -0.974670631914894
22       |  STANDING       |  tBodyAccJerkMag.std..       |  -0.966746504680851
22       |  STANDING       |  tBodyAccMag.mean..       |  -0.947750116382979
22       |  STANDING       |  tBodyAccMag.std..       |  -0.932186224680851
22       |  STANDING       |  tBodyGyro.mean...X       |  -0.0281033833848936
22       |  STANDING       |  tBodyGyro.mean...Y       |  -0.0645003787212766
22       |  STANDING       |  tBodyGyro.mean...Z       |  0.0741544824680851
22       |  STANDING       |  tBodyGyro.std...X       |  -0.95755639
22       |  STANDING       |  tBodyGyro.std...Y       |  -0.949851138510638
22       |  STANDING       |  tBodyGyro.std...Z       |  -0.947662722765957
22       |  STANDING       |  tBodyGyroJerk.mean...X       |  -0.0978521390319149
22       |  STANDING       |  tBodyGyroJerk.mean...Y       |  -0.0433619461702128
22       |  STANDING       |  tBodyGyroJerk.mean...Z       |  -0.0521607827021277
22       |  STANDING       |  tBodyGyroJerk.std...X       |  -0.965762972553191
22       |  STANDING       |  tBodyGyroJerk.std...Y       |  -0.976190105531915
22       |  STANDING       |  tBodyGyroJerk.std...Z       |  -0.976201114255319
22       |  STANDING       |  tBodyGyroJerkMag.mean..       |  -0.977261581489362
22       |  STANDING       |  tBodyGyroJerkMag.std..       |  -0.970198070425532
22       |  STANDING       |  tBodyGyroMag.mean..       |  -0.944540340212766
22       |  STANDING       |  tBodyGyroMag.std..       |  -0.924908728723404
22       |  STANDING       |  tGravityAcc.mean...X       |  0.967988609148936
22       |  STANDING       |  tGravityAcc.mean...Y       |  -0.131999030425532
22       |  STANDING       |  tGravityAcc.mean...Z       |  0.0648997129148936
22       |  STANDING       |  tGravityAcc.std...X       |  -0.991211214468085
22       |  STANDING       |  tGravityAcc.std...Y       |  -0.961721247234043
22       |  STANDING       |  tGravityAcc.std...Z       |  -0.940448996595745
22       |  STANDING       |  tGravityAccMag.mean..       |  -0.947750116382979
22       |  STANDING       |  tGravityAccMag.std..       |  -0.932186224680851
22       |  WALKING       |  angle.X.gravityMean.       |  -0.798542987884615
22       |  WALKING       |  angle.Y.gravityMean.       |  0.236832454423077
22       |  WALKING       |  angle.Z.gravityMean.       |  0.0261867532692308
22       |  WALKING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.022084207
22       |  WALKING       |  angle.tBodyAccMean.gravity.       |  -0.0118195412115385
22       |  WALKING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.07184704875
22       |  WALKING       |  angle.tBodyGyroMean.gravityMean.       |  -0.161218322057692
22       |  WALKING       |  fBodyAcc.mean...X       |  -0.265894752884615
22       |  WALKING       |  fBodyAcc.mean...Y       |  0.182108938757692
22       |  WALKING       |  fBodyAcc.mean...Z       |  -0.192848463364038
22       |  WALKING       |  fBodyAcc.meanFreq...X       |  -0.329314062461538
22       |  WALKING       |  fBodyAcc.meanFreq...Y       |  0.0659212338346154
22       |  WALKING       |  fBodyAcc.meanFreq...Z       |  0.124323769307692
22       |  WALKING       |  fBodyAcc.std...X       |  -0.245471128461538
22       |  WALKING       |  fBodyAcc.std...Y       |  0.138553159692308
22       |  WALKING       |  fBodyAcc.std...Z       |  -0.1597690996
22       |  WALKING       |  fBodyAccJerk.mean...X       |  -0.312481414230769
22       |  WALKING       |  fBodyAccJerk.mean...Y       |  0.0457250832832692
22       |  WALKING       |  fBodyAccJerk.mean...Z       |  -0.300649074568846
22       |  WALKING       |  fBodyAccJerk.meanFreq...X       |  -0.284662669884615
22       |  WALKING       |  fBodyAccJerk.meanFreq...Y       |  -0.390841578634615
22       |  WALKING       |  fBodyAccJerk.meanFreq...Z       |  -0.179703082232692
22       |  WALKING       |  fBodyAccJerk.std...X       |  -0.303186818538462
22       |  WALKING       |  fBodyAccJerk.std...Y       |  0.205417037373077
22       |  WALKING       |  fBodyAccJerk.std...Z       |  -0.396018892576923
22       |  WALKING       |  fBodyAccMag.mean..       |  -0.105110029692308
22       |  WALKING       |  fBodyAccMag.meanFreq..       |  0.185629722557692
22       |  WALKING       |  fBodyAccMag.std..       |  -0.357792327307692
22       |  WALKING       |  fBodyBodyAccJerkMag.mean..       |  -0.0540312690215385
22       |  WALKING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.00220336003461538
22       |  WALKING       |  fBodyBodyAccJerkMag.std..       |  -0.0899553800769231
22       |  WALKING       |  fBodyBodyGyroJerkMag.mean..       |  -0.227164761253269
22       |  WALKING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.159872974215385
22       |  WALKING       |  fBodyBodyGyroJerkMag.std..       |  -0.224467147409615
22       |  WALKING       |  fBodyBodyGyroMag.mean..       |  -0.150206946474423
22       |  WALKING       |  fBodyBodyGyroMag.meanFreq..       |  0.2298231190475
22       |  WALKING       |  fBodyBodyGyroMag.std..       |  -0.277663568865385
22       |  WALKING       |  fBodyGyro.mean...X       |  -0.103959114803846
22       |  WALKING       |  fBodyGyro.mean...Y       |  -0.165278483748077
22       |  WALKING       |  fBodyGyro.mean...Z       |  -0.308743775769231
22       |  WALKING       |  fBodyGyro.meanFreq...X       |  0.0158574731346154
22       |  WALKING       |  fBodyGyro.meanFreq...Y       |  0.0933504997519231
22       |  WALKING       |  fBodyGyro.meanFreq...Z       |  0.0189257574711538
22       |  WALKING       |  fBodyGyro.std...X       |  -0.321111230826923
22       |  WALKING       |  fBodyGyro.std...Y       |  -0.196973859269231
22       |  WALKING       |  fBodyGyro.std...Z       |  -0.422555071923077
22       |  WALKING       |  tBodyAcc.mean...X       |  0.278593483269231
22       |  WALKING       |  tBodyAcc.mean...Y       |  -0.0197643352440385
22       |  WALKING       |  tBodyAcc.mean...Z       |  -0.107477508153846
22       |  WALKING       |  tBodyAcc.std...X       |  -0.25062163
22       |  WALKING       |  tBodyAcc.std...Y       |  0.204103784211538
22       |  WALKING       |  tBodyAcc.std...Z       |  -0.126740503944231
22       |  WALKING       |  tBodyAccJerk.mean...X       |  0.0684676095192308
22       |  WALKING       |  tBodyAccJerk.mean...Y       |  0.0193937825134615
22       |  WALKING       |  tBodyAccJerk.mean...Z       |  -0.00682368494615385
22       |  WALKING       |  tBodyAccJerk.std...X       |  -0.276121447692308
22       |  WALKING       |  tBodyAccJerk.std...Y       |  0.159587437307692
22       |  WALKING       |  tBodyAccJerk.std...Z       |  -0.349175185653846
22       |  WALKING       |  tBodyAccJerkMag.mean..       |  -0.140193035634615
22       |  WALKING       |  tBodyAccJerkMag.std..       |  -0.0645784110942308
22       |  WALKING       |  tBodyAccMag.mean..       |  -0.0510779036076923
22       |  WALKING       |  tBodyAccMag.std..       |  -0.182740243134615
22       |  WALKING       |  tBodyGyro.mean...X       |  0.0163288401111538
